rank,lemma,pos,popularity_count,pos_majority_ratio
994,causar,VERB,90,0.988889
995,descubrir,VERB,90,0.966667
996,depender,VERB,90,1.0
998,asumir,VERB,90,1.0
999,luchar,VERB,90,1.0
1000,novela,NOUN,90,1.0
1001,sindicato,NOUN,90,1.0
1002,opción,NOUN,89,1.0
1003,extremo,NOUN,89,0.595506
1004,delantero,NOUN,89,0.865169
1005,eléctrico,ADJ,89,0.932584
1006,viejo,ADJ,89,0.831461
1007,original,ADJ,89,0.910112
1008,mensaje,NOUN,89,0.988764
1009,debate,NOUN,89,0.977528
1010,ventaja,NOUN,89,1.0
1012,suficiente,ADJ,88,0.977273
1013,doble,ADJ,88,0.670455
1014,suceder,VERB,88,1.0
1015,referencia,NOUN,88,1.0
1016,emitir,VERB,88,1.0
1017,vencer,VERB,88,1.0
1018,frontera,NOUN,88,0.954545
1019,denunciar,VERB,88,1.0
1020,generar,VERB,88,1.0
1021,parlamentario,ADJ,88,0.806818
1024,restaurante,NOUN,87,0.977011
1025,comida,NOUN,87,1.0
1026,chileno,ADJ,87,0.931034
1027,constituir,VERB,87,1.0
1028,sostener,VERB,87,1.0
1029,documento,NOUN,87,1.0
1033,noticia,NOUN,87,1.0
1034,atacar,VERB,87,1.0
1035,comunicado,NOUN,87,0.965517
1038,integrar,VERB,86,1.0
1039,criticar,VERB,86,1.0
1040,rojo,ADJ,86,0.686047
1041,intervención,NOUN,86,0.988372
1043,altura,NOUN,86,0.988372
1044,positivo,ADJ,86,1.0
1045,cubrir,VERB,86,0.906977
1046,fácil,ADJ,86,0.988372
1047,asistir,VERB,86,1.0
1048,republicano,ADJ,86,0.593023
1050,hospital,NOUN,85,0.882353
1052,nación,NOUN,85,0.917647
1053,limitar,VERB,85,0.988235
1054,competición,NOUN,85,1.0
1055,adoptar,VERB,85,1.0
1056,complejo,ADJ,85,0.541176
1057,asiático,ADJ,85,0.611765
1058,velocidad,NOUN,85,0.988235
1059,garantizar,VERB,85,1.0
1060,ronda,NOUN,85,0.964706
1061,interpretar,VERB,85,1.0
1063,productor,NOUN,85,0.894118
1065,faltar,VERB,85,0.870588
1066,carga,NOUN,85,0.988235
1067,apenas,ADV,85,0.952941
1068,intento,NOUN,84,1.0
1070,sala,NOUN,84,0.892857
1072,instalación,NOUN,84,1.0
1073,vivienda,NOUN,84,0.988095
1074,concierto,NOUN,84,0.988095
1075,justicia,NOUN,84,0.857143
1076,matar,VERB,84,1.0
1077,exterior,ADJ,84,0.702381
1078,iniciativa,NOUN,84,1.0
1079,leer,VERB,84,0.988095
1083,verde,ADJ,83,0.843373
1084,materia,NOUN,83,1.0
1085,revista,NOUN,83,0.939759
1087,emplear,VERB,83,0.987952
1088,estrategia,NOUN,83,0.987952
1089,motor,NOUN,83,0.975904
1090,levantar,VERB,83,1.0
1091,teatro,NOUN,83,0.855422
1093,fallecer,VERB,82,1.0
1094,vista,NOUN,82,0.963415
1095,solicitar,VERB,82,1.0
1096,artículo,NOUN,82,0.987805
1097,definir,VERB,82,1.0
1098,encargar,VERB,82,1.0
1099,tienda,NOUN,82,0.987805
1100,venezolano,ADJ,82,0.731707
1101,medalla,NOUN,82,0.878049
1102,suelo,NOUN,82,1.0
1103,usuario,NOUN,81,0.962963
1104,federal,ADJ,81,0.864198
1105,supuesto,ADJ,81,0.54321
1106,justo,ADJ,81,0.592593
1107,incremento,NOUN,81,1.0
1108,importancia,NOUN,81,1.0
1109,piloto,NOUN,81,0.975309
1110,colombiano,ADJ,81,0.777778
1111,deporte,NOUN,80,0.9625
1112,paro,NOUN,80,1.0
1113,atender,VERB,80,1.0
1114,amenaza,NOUN,80,0.9875
1115,disfrutar,VERB,80,0.9875
1116,independiente,ADJ,80,0.8125
1117,demanda,NOUN,80,1.0
1118,tecnología,NOUN,80,0.975
1120,presidencial,ADJ,80,0.975
1121,operar,VERB,80,0.9875
1122,confianza,NOUN,80,0.9375
1124,destino,NOUN,79,1.0
1125,principalmente,ADV,79,1.0
1126,escena,NOUN,79,1.0
1127,texto,NOUN,79,1.0
1128,consumo,NOUN,79,1.0
1129,colectivo,ADJ,79,0.506329
1131,honor,NOUN,79,0.936709
1132,periodo,NOUN,79,1.0
1133,regional,ADJ,79,0.962025
1134,izquierda,NOUN,79,0.911392
1135,compra,NOUN,79,0.987342
1136,estatal,ADJ,79,0.898734
1137,dificultad,NOUN,79,1.0
1140,lunes,NOUN,78,0.641026
1142,delito,NOUN,78,1.0
1143,herido,ADJ,78,0.525641
1144,costar,VERB,78,1.0
1146,revelar,VERB,78,1.0
1147,pérdida,NOUN,78,1.0
1148,aeropuerto,NOUN,78,0.961538
1149,tasa,NOUN,78,1.0
1150,comuna,NOUN,77,0.974026
1151,misión,NOUN,77,1.0
1152,particular,ADJ,77,0.701299
1153,aéreo,ADJ,77,0.987013
1154,norteamericano,ADJ,77,0.883117
1155,describir,VERB,77,1.0
1156,firme,ADJ,77,0.961039
1157,pacto,NOUN,77,0.948052
1158,peor,ADJ,77,0.792208
1159,industrial,ADJ,77,0.909091
1160,existencia,NOUN,77,1.0
1161,corte,NOUN,77,0.909091
1162,actitud,NOUN,77,1.0
1163,frecuencia,NOUN,77,0.987013
1164,estudiante,NOUN,77,1.0
1165,fase,NOUN,77,0.961039
1166,atentado,NOUN,77,1.0
1169,cubano,ADJ,76,0.855263
1170,oeste,NOUN,76,0.960526
1171,museo,NOUN,76,0.710526
1172,piedra,NOUN,76,0.934211
1173,error,NOUN,76,0.973684
1174,escritor,NOUN,76,0.973684
1175,combate,NOUN,76,0.973684
1177,sesión,NOUN,76,1.0
1178,rueda,NOUN,76,0.973684
1179,golpe,NOUN,76,1.0
1180,diálogo,NOUN,75,1.0
1181,verdadero,ADJ,75,0.973333
1183,amor,NOUN,75,0.906667
1184,poblacional,ADJ,75,1.0
1185,derrotar,VERB,75,1.0
1186,democrático,ADJ,75,0.986667
1187,desear,VERB,75,1.0
1188,pronto,ADV,75,0.84
1189,ojo,NOUN,75,0.933333
1190,funcionar,VERB,75,1.0
1191,café,NOUN,75,0.96
1192,mina,NOUN,75,0.946667
1193,debido,ADJ,75,0.986667
1196,socio,NOUN,74,1.0
1197,situado,ADJ,74,0.959459
1198,coordenada,NOUN,74,1.0
1199,protección,NOUN,74,0.945946
1200,perteneciente,ADJ,74,0.837838
1201,corazón,NOUN,74,0.891892
1202,radio,NOUN,74,0.77027
1203,grado,NOUN,74,0.972973
1204,conservar,VERB,74,1.0
1205,transporte,NOUN,74,0.945946
1206,muerto,ADJ,74,0.486486
1207,tribunal,NOUN,74,0.851351
1208,propietario,NOUN,74,0.77027
1209,terrorista,ADJ,74,0.567568
1211,margen,NOUN,73,1.0
1212,compuesto,ADJ,73,0.547945
1213,experto,NOUN,73,0.849315
1214,corto,ADJ,73,0.863014
1217,avanzar,VERB,73,1.0
1218,moderno,ADJ,73,0.986301
1219,caída,NOUN,73,0.972603
1220,sábado,NOUN,73,0.753425
1221,petición,NOUN,73,0.986301
1222,marco,NOUN,73,0.849315
1223,dispuesto,ADJ,73,0.986301
1224,fusión,NOUN,73,1.0
1225,nombrar,VERB,72,1.0
1226,pieza,NOUN,72,1.0
1227,salud,NOUN,72,0.875
1229,concepto,NOUN,72,1.0
1230,detalle,NOUN,72,1.0
1231,empleado,NOUN,72,0.888889
1233,comer,VERB,72,1.0
1234,discurso,NOUN,72,1.0
1235,impulsar,VERB,72,1.0
1236,ejercicio,NOUN,72,1.0
1237,olvidar,VERB,72,1.0
1238,subida,NOUN,72,1.0
1239,plantilla,NOUN,72,1.0
1240,demócrata,NOUN,72,0.5
1241,entrevista,NOUN,72,1.0
1242,concreto,ADJ,72,0.777778
1243,presidencia,NOUN,72,1.0
1245,futbolista,NOUN,71,1.0
1246,votar,VERB,71,1.0
1247,actualidad,NOUN,71,1.0
1248,energía,NOUN,71,0.985915
1249,diseño,NOUN,71,0.957746
1250,característica,NOUN,71,0.971831
1251,cobrar,VERB,71,1.0
1252,judicial,ADJ,71,0.971831
1253,generación,NOUN,71,0.985915
1255,reciente,ADJ,71,0.985915
1256,ejecutivo,NOUN,71,0.492958
1257,canal,NOUN,71,0.788732
1258,olímpico,ADJ,71,0.830986
1259,clasificación,NOUN,71,1.0
1260,abogado,NOUN,71,0.985915
1261,torno,NOUN,71,1.0
1262,lejos,ADV,71,0.985915
1263,contribuir,VERB,70,1.0
1265,escuchar,VERB,70,0.985714
1266,comunicar,VERB,70,0.985714
1267,ampliar,VERB,70,1.0
1268,llamado,ADJ,70,0.857143
1269,barco,NOUN,70,1.0
1270,mirar,VERB,70,0.942857
1271,definitivo,ADJ,70,0.971429
1272,peligro,NOUN,70,1.0
1278,método,NOUN,69,1.0
1279,representación,NOUN,69,1.0
1280,comienzo,NOUN,69,1.0
1281,recientemente,ADV,69,0.985507
1282,espectáculo,NOUN,69,1.0
1283,lesión,NOUN,69,1.0
1284,policial,ADJ,69,0.985507
1285,tropa,NOUN,69,0.971014
1286,pareja,NOUN,69,0.971014
1287,naturaleza,NOUN,69,0.985507
1288,totalmente,ADV,69,1.0
1289,simple,ADJ,69,0.985507
1293,nacionalista,ADJ,68,0.544118
1294,régimen,NOUN,68,1.0
1295,norma,NOUN,68,0.955882
1296,habitación,NOUN,68,1.0
1297,esperanza,NOUN,68,0.926471
1298,finalizar,VERB,68,1.0
1299,cantante,NOUN,68,0.970588
1300,palacio,NOUN,68,0.676471
1301,hispano,ADJ,68,0.558824
1302,eliminar,VERB,68,1.0
1303,plantear,VERB,68,1.0
1304,sencillo,ADJ,68,0.529412
1305,figura,NOUN,68,0.985294
1306,coste,NOUN,68,1.0
1307,latino,NOUN,68,0.647059
1308,dividir,VERB,68,1.0
1309,lleno,ADJ,68,0.764706
1312,isleño,NOUN,67,0.507463
1313,democracia,NOUN,67,0.970149
1314,vivo,ADJ,67,0.701493
1315,colaboración,NOUN,67,1.0
1316,protagonista,NOUN,67,0.970149
1317,martes,NOUN,67,0.716418
1319,límite,NOUN,67,0.910448
1320,profesor,NOUN,67,1.0
1321,observar,VERB,67,1.0
1322,imposible,ADJ,67,0.940299
1323,circuito,NOUN,67,0.985075
1324,contacto,NOUN,67,0.985075
1325,israelí,ADJ,67,0.820896
1326,requerir,VERB,67,1.0
1327,labor,NOUN,67,0.985075
1328,afrontar,VERB,67,1.0
1329,destruir,VERB,67,0.985075
1330,llegada,NOUN,67,1.0
1331,respetar,VERB,67,0.985075
1333,acercar,VERB,67,1.0
1334,sanción,NOUN,67,1.0
1338,surgir,VERB,66,1.0
1339,denominar,VERB,66,1.0
1340,completar,VERB,66,1.0
1341,conocimiento,NOUN,66,1.0
1342,pena,NOUN,66,0.984848
1343,tratamiento,NOUN,66,1.0
1344,aportar,VERB,66,1.0
1345,hallar,VERB,66,1.0
1346,letra,NOUN,66,1.0
1347,allá,ADV,66,0.984848
1348,balón,NOUN,66,0.984848
1349,serio,ADJ,66,0.742424
1350,tráfico,NOUN,66,0.969697
1351,inmediato,ADJ,66,0.742424
1352,coalición,NOUN,66,0.969697
1353,fuego,NOUN,66,0.909091
1354,voluntad,NOUN,66,0.984848
1355,investigar,VERB,66,1.0
1357,bomba,NOUN,65,1.0
1358,fichaje,NOUN,65,1.0
1359,metal,NOUN,65,0.907692
1360,separar,VERB,65,1.0
1361,habitar,VERB,65,1.0
1362,inicial,ADJ,65,0.892308
1363,festival,NOUN,65,0.769231
1364,sorprender,VERB,65,1.0
1366,grabar,VERB,65,1.0
1367,quizá,ADV,65,1.0
1368,anual,ADJ,65,1.0
1370,tamaño,NOUN,65,1.0
1371,fundamental,ADJ,65,0.984615
1373,someter,VERB,65,1.0
1375,distancia,NOUN,65,1.0
1376,extender,VERB,65,1.0
1377,ordenar,VERB,65,1.0
1380,pez,NOUN,64,1.0
1381,ingresar,VERB,64,1.0
1382,izquierdo,ADJ,64,0.921875
1384,corona,NOUN,64,0.953125
1386,periódico,NOUN,64,0.828125
1387,normal,ADJ,64,0.921875
1388,parque,NOUN,64,0.890625
1389,soldado,NOUN,64,0.984375
1390,instalar,VERB,64,0.984375
1391,intervenir,VERB,64,1.0
1392,daño,NOUN,64,1.0
1393,absoluto,ADJ,64,0.859375
1394,determinar,VERB,64,1.0
1396,debajo,ADV,64,1.0
1397,reserva,NOUN,64,0.9375
1398,página,NOUN,64,1.0
1399,consecutivo,ADJ,64,1.0
1400,colegio,NOUN,64,0.84375
1401,ascender,VERB,64,1.0
1402,convocar,VERB,64,1.0
1403,derecha,NOUN,64,0.984375
1404,realmente,ADV,64,1.0
1405,estrenar,VERB,64,1.0
1408,plano,NOUN,63,0.603175
1409,protagonizar,VERB,63,1.0
1410,hogar,NOUN,63,0.984127
1411,conceder,VERB,63,1.0
1412,villa,NOUN,63,0.698413
1413,temperatura,NOUN,63,1.0
1414,excelente,ADJ,63,0.984127
1415,escaso,ADJ,63,0.793651
1416,turismo,NOUN,63,0.952381
1417,aplicación,NOUN,63,1.0
1418,mesa,NOUN,63,1.0
1419,inferior,ADJ,63,1.0
1420,adelante,ADV,63,0.904762
1421,efectivo,ADJ,63,0.68254
1422,probablemente,ADV,63,1.0
1423,acordar,VERB,63,0.984127
1424,órgano,NOUN,63,0.984127
1425,turístico,ADJ,63,0.952381
1426,sustituir,VERB,63,1.0
1427,afroamericano,NOUN,63,0.539683
1428,básico,ADJ,63,1.0
1429,probar,VERB,63,1.0
1430,clave,NOUN,63,0.904762
1431,jueves,NOUN,63,0.746032
1437,cometer,VERB,62,0.935484
1438,gobernar,VERB,62,1.0
1439,teléfono,NOUN,62,0.983871
1440,devolver,VERB,62,1.0
1441,deuda,NOUN,62,1.0
1442,ruta,NOUN,62,0.774194
1443,tarea,NOUN,62,1.0
1444,montaña,NOUN,62,0.935484
1445,secreto,NOUN,62,0.5
1446,cantón,NOUN,62,0.935484
1447,tendencia,NOUN,62,1.0
1448,respeto,NOUN,62,0.983871
1449,competir,VERB,62,1.0
1450,legal,ADJ,62,0.967742
1451,amerindio,NOUN,62,0.645161
1452,directivo,NOUN,62,0.693548
1453,echar,VERB,62,0.983871
1454,reiterar,VERB,62,1.0
1458,lluvia,NOUN,61,1.0
1460,escrito,NOUN,61,0.540984
1461,posterior,ADJ,61,1.0
1462,vino,NOUN,61,0.967213
1463,habitual,ADJ,61,0.95082
1464,memoria,NOUN,61,0.967213
1465,contenido,NOUN,61,0.885246
1466,electrónico,ADJ,61,1.0
1467,evento,NOUN,61,1.0
1468,enorme,ADJ,61,1.0
1469,comité,NOUN,61,0.819672
1471,mover,VERB,61,1.0
1472,ganador,NOUN,61,0.721311
1473,anuncio,NOUN,61,1.0
1474,molécula,NOUN,61,1.0
1476,hoja,NOUN,60,1.0
1477,maestro,NOUN,60,0.783333
1478,conversación,NOUN,60,1.0
1480,directamente,ADV,60,1.0
1481,funcionario,NOUN,60,0.983333
1482,marchar,VERB,60,0.983333
1483,suerte,NOUN,60,0.966667
1484,denuncia,NOUN,60,1.0
1485,precisamente,ADV,60,1.0
1486,gas,NOUN,60,0.966667
1487,desaparecer,VERB,60,0.95
1489,apertura,NOUN,60,0.966667
1491,cuadro,NOUN,59,1.0
1492,gira,NOUN,59,0.932203
1493,bandera,NOUN,59,1.0
1494,justificar,VERB,59,1.0
1495,urbano,ADJ,59,0.966102
1496,lateral,NOUN,59,0.610169
1497,afectado,ADJ,59,0.813559
1498,foto,NOUN,59,1.0
1499,portugués,ADJ,59,0.830508
1500,volar,VERB,59,1.0
1501,consistir,VERB,59,1.0
1502,americano,ADJ,59,0.813559
1503,quinto,ADJ,59,0.864407
1504,enfrentamiento,NOUN,59,1.0
1505,comprender,VERB,59,1.0
1506,ejercer,VERB,59,1.0
1507,recién,ADV,59,1.0
1508,auténtico,ADJ,59,0.966102
1509,incrementar,VERB,59,1.0
1510,atrás,ADV,59,0.932203
1511,presentación,NOUN,59,1.0
1512,comicio,NOUN,59,1.0
1513,crédito,NOUN,59,0.983051
1518,crítico,ADJ,58,0.534483
1519,condenar,VERB,58,1.0
1521,colaborar,VERB,58,1.0
1522,romano,ADJ,58,0.689655
1523,elevado,ADJ,58,0.965517
1524,incidente,NOUN,58,1.0
1525,acceder,VERB,58,1.0
1526,volumen,NOUN,58,1.0
1527,moneda,NOUN,58,1.0
1528,raíz,NOUN,58,1.0
1529,autónomo,ADJ,58,0.948276
1530,disposición,NOUN,58,1.0
1531,universitario,ADJ,58,0.758621
1532,respectivamente,ADV,58,1.0
1534,circunstancia,NOUN,58,1.0
1539,aproximadamente,ADV,57,1.0
1540,localizar,VERB,57,1.0
1542,alianza,NOUN,57,0.894737
1543,negativo,ADJ,57,0.964912
1544,prácticamente,ADV,57,1.0
1545,renunciar,VERB,57,1.0
1546,cita,NOUN,57,0.929825
1547,estimar,VERB,57,1.0
1549,pobreza,NOUN,57,1.0
1551,apostar,VERB,57,0.982456
1552,ceder,VERB,57,1.0
1553,frío,ADJ,57,0.508772
1554,determinado,ADJ,57,0.982456
1555,confiar,VERB,57,1.0
1556,expresión,NOUN,57,1.0
1557,récord,NOUN,57,0.947368
1558,curso,NOUN,57,1.0
1559,reducción,NOUN,57,1.0
1560,sentencia,NOUN,57,1.0
1561,fijar,VERB,57,1.0
1562,célula,NOUN,57,0.982456
1563,índice,NOUN,57,0.964912
1564,bolsa,NOUN,57,0.982456
1565,gracias,NOUN,57,0.982456
1566,clásico,ADJ,56,0.767857
1567,símbolo,NOUN,56,1.0
1568,diseñar,VERB,56,1.0
1570,oriental,ADJ,56,0.678571
1571,concurso,NOUN,56,0.982143
1572,comprometer,VERB,56,1.0
1573,revolución,NOUN,56,0.767857
1574,deseo,NOUN,56,1.0
1575,reforzar,VERB,56,1.0
1576,sueño,NOUN,56,0.964286
1577,jurídico,ADJ,56,0.982143
1578,siquiera,NOUN,56,0.607143
1580,boca,NOUN,56,0.821429
1582,otorgar,VERB,56,1.0
1583,distribución,NOUN,56,1.0
1584,presupuesto,NOUN,56,1.0
1585,árabe,ADJ,56,0.535714
1586,playa,NOUN,56,0.928571
1587,proceder,VERB,56,0.964286
1590,flor,NOUN,55,0.963636
1591,consumidor,NOUN,55,1.0
1592,agencia,NOUN,55,0.927273
1593,preferir,VERB,55,1.0
1595,exposición,NOUN,55,0.981818
1596,tren,NOUN,55,0.981818
1597,dueño,NOUN,55,0.981818
1598,valle,NOUN,55,0.581818
1600,incendio,NOUN,55,1.0
1601,pregunta,NOUN,55,0.963636
1602,ámbito,NOUN,55,1.0
1603,comentario,NOUN,55,1.0
1604,búsqueda,NOUN,55,0.981818
1606,profundo,ADJ,55,0.981818
1607,silencio,NOUN,55,0.981818
1608,descartar,VERB,55,1.0
1609,liberar,VERB,55,1.0
1610,don,NOUN,55,0.490909
1611,conferencia,NOUN,55,0.890909
1612,armado,ADJ,55,0.927273
1613,mejora,NOUN,55,1.0
1614,chino,ADJ,55,0.690909
1615,instrumento,NOUN,55,1.0
1616,centrar,VERB,55,1.0
1617,reacción,NOUN,55,1.0
1618,analizar,VERB,55,1.0
1619,ampliación,NOUN,55,1.0
1620,aclarar,VERB,54,1.0
1621,oficialmente,ADV,54,1.0
1622,alternativa,NOUN,54,0.888889
1623,exportación,NOUN,54,1.0
1624,detrás,ADV,54,0.962963
1625,cantar,VERB,54,0.981481
1626,nuclear,ADJ,54,0.981481
1627,guardar,VERB,54,0.981481
1628,alimento,NOUN,54,1.0
1629,entorno,NOUN,54,1.0
1630,religioso,ADJ,54,0.925926
1631,gasto,NOUN,54,1.0
1632,fábrica,NOUN,54,0.962963
1633,conservador,ADJ,54,0.703704
1634,par,NOUN,54,0.962963
1636,aliado,NOUN,54,0.574074
1638,previo,ADJ,54,0.981481
1639,opinar,VERB,54,0.981481
1640,azul,ADJ,54,0.648148
1641,importar,VERB,54,1.0
1642,domicilio,NOUN,54,0.981481
1643,optar,VERB,54,1.0
1644,comprobar,VERB,54,0.981481
1645,figurar,VERB,54,0.962963
1646,automóvil,NOUN,54,0.981481
1647,miedo,NOUN,54,1.0
1648,huelga,NOUN,54,1.0
1649,encabezar,VERB,54,1.0
1650,promover,VERB,54,1.0
1651,pensión,NOUN,54,1.0
1652,prisión,NOUN,54,1.0
1653,fabricar,VERB,54,0.981481
1657,prestar,VERB,53,1.0
1659,hermana,NOUN,53,0.981132
1660,licencia,NOUN,53,0.981132
1661,rodear,VERB,53,1.0
1662,traer,VERB,53,1.0
1663,comarca,NOUN,53,0.981132
1664,torre,NOUN,53,0.754717
1665,mando,NOUN,53,1.0
1666,evolución,NOUN,53,1.0
1667,chico,NOUN,53,0.867925
1668,reina,NOUN,53,0.943396
1669,designar,VERB,53,1.0
1670,delegado,NOUN,53,0.886792
1672,señal,NOUN,53,1.0
1673,pobre,ADJ,53,0.792453
1674,regreso,NOUN,53,0.981132
1675,adelantar,VERB,53,1.0
1676,concentración,NOUN,53,1.0
1677,desempeñar,VERB,53,1.0
1678,gallego,ADJ,53,0.716981
1683,cárcel,NOUN,52,1.0
1684,identificar,VERB,52,1.0
1685,occidental,ADJ,52,0.846154
1686,academia,NOUN,52,0.519231
1687,artístico,ADJ,52,0.961538
1688,factor,NOUN,52,0.980769
1689,doctor,NOUN,52,0.884615
1690,huir,VERB,52,0.980769
1691,carne,NOUN,52,0.980769
1692,violento,ADJ,52,1.0
1694,tradición,NOUN,52,1.0
1696,sonido,NOUN,52,1.0
1697,caja,NOUN,52,0.846154
1698,permanente,ADJ,52,0.961538
1699,sorpresa,NOUN,52,1.0
1700,transformar,VERB,52,1.0
1701,procedente,ADJ,52,0.961538
1702,puente,NOUN,52,0.865385
1703,poeta,NOUN,52,0.961538
1704,rural,ADJ,52,0.923077
1705,destinar,VERB,52,1.0
1706,implicar,VERB,52,1.0
1707,columna,NOUN,52,0.961538
1708,durar,VERB,52,1.0
1709,retirada,NOUN,52,1.0
1711,gran,ADJ,52,1.0
1712,amarillo,ADJ,51,0.803922
1713,jardín,NOUN,51,0.843137
1714,brazo,NOUN,51,0.980392
1715,templo,NOUN,51,0.941176
1716,recuerdo,NOUN,51,0.960784
1717,serbio,ADJ,51,0.705882
1719,rico,ADJ,51,0.803922
1720,negociar,VERB,51,1.0
1721,independencia,NOUN,51,0.862745
1722,citar,VERB,51,0.980392
1723,circular,VERB,51,0.862745
1724,moral,ADJ,51,0.607843
1725,azulgrana,ADJ,51,0.647059
1726,previsión,NOUN,51,0.980392
1727,empate,NOUN,51,1.0
1728,asistencia,NOUN,51,1.0
1729,saltar,VERB,51,1.0
1730,peruano,ADJ,51,0.901961
1731,pago,NOUN,51,1.0
1732,ausencia,NOUN,51,0.980392
1734,cooperación,NOUN,51,0.960784
1735,andaluz,ADJ,51,0.901961
1736,lehendakari,NOUN,51,1.0
1737,palestino,ADJ,51,0.588235
1738,celebrado,ADJ,51,1.0
1742,bar,NOUN,50,0.88
1743,nota,NOUN,50,1.0
1744,árbol,NOUN,50,0.94
1745,proteger,VERB,50,1.0
1746,espectador,NOUN,50,0.98
1747,tabla,NOUN,50,0.98
1748,cuadrado,ADJ,50,0.72
1749,muestra,NOUN,50,1.0
1750,constante,ADJ,50,1.0
1751,plato,NOUN,50,1.0
1752,menudo,NOUN,50,0.54
1753,episodio,NOUN,50,1.0
1754,breve,ADJ,50,0.82
1755,espera,NOUN,50,0.98
1756,móvil,ADJ,50,0.56
1757,efectuar,VERB,50,1.0
1758,senador,NOUN,50,1.0
1759,invitar,VERB,50,0.98
1760,repetir,VERB,50,1.0
1761,piel,NOUN,50,1.0
1762,elevar,VERB,50,0.98
1763,anoche,ADV,50,0.98
1764,holandés,ADJ,50,0.54
1765,presunto,ADJ,50,0.98
1766,descenso,NOUN,50,1.0
1767,financiación,NOUN,50,1.0
1772,paciente,NOUN,49,0.959184
1775,pasajero,NOUN,49,0.959184
1776,plata,NOUN,49,0.673469
1777,sol,NOUN,49,0.795918
1778,publicación,NOUN,49,1.0
1779,femenino,ADJ,49,0.938776
1780,clima,NOUN,49,1.0
1782,explotar,VERB,49,1.0
1783,resolución,NOUN,49,0.979592
1784,ilegal,ADJ,49,1.0
1785,renta,NOUN,49,1.0
1786,visitante,NOUN,49,0.857143
1787,variedad,NOUN,49,1.0
1788,investigador,NOUN,49,0.795918
1789,infantil,ADJ,49,0.918367
1790,inaugurar,VERB,49,1.0
1791,inflación,NOUN,49,1.0
1792,camión,NOUN,49,1.0
1793,obligado,ADJ,49,0.979592
1794,asesinato,NOUN,49,1.0
1795,peligroso,ADJ,49,1.0
1796,comunitario,ADJ,49,0.979592
1797,manifestación,NOUN,49,1.0
1799,crimen,NOUN,48,0.979167
1800,griego,ADJ,48,0.625
1802,aparato,NOUN,48,1.0
1803,casar,VERB,48,1.0
1804,matrimonio,NOUN,48,1.0
1805,cumbre,NOUN,48,0.979167
1806,código,NOUN,48,0.833333
1807,quitar,VERB,48,0.958333
1809,intelectual,ADJ,48,0.666667
1810,partida,NOUN,48,1.0
1811,aprender,VERB,48,1.0
1812,diplomático,ADJ,48,0.75
1813,intenso,ADJ,48,1.0
1814,disponible,ADJ,48,0.979167
1815,beneficiar,VERB,48,1.0
1816,niña,NOUN,48,0.958333
1817,droga,NOUN,48,1.0
1818,turista,NOUN,48,0.979167
1819,dónde,ADV,48,1.0
1820,infraestructura,NOUN,48,1.0
1821,acusado,ADJ,48,0.645833
1823,delegación,NOUN,48,1.0
1825,sección,NOUN,47,1.0
1826,mencionar,VERB,47,0.978723
1827,madrileño,ADJ,47,0.787234
1828,escapar,VERB,47,1.0
1829,estabilidad,NOUN,47,1.0
1830,especialista,NOUN,47,0.957447
1831,seguidor,NOUN,47,1.0
1832,cristiano,ADJ,47,0.510638
1833,merecer,VERB,47,1.0
1835,masa,NOUN,47,1.0
1836,influencia,NOUN,47,1.0
1837,hectárea,NOUN,47,1.0
1838,aficionado,NOUN,47,0.87234
1839,explotación,NOUN,47,1.0
1840,junta,NOUN,47,0.659574
1841,fichar,VERB,47,1.0
1842,núcleo,NOUN,47,1.0
1843,recomendar,VERB,47,1.0
1844,actriz,NOUN,47,1.0
1845,enemigo,NOUN,47,0.744681
1846,caballo,NOUN,47,0.93617
1847,fundador,NOUN,47,0.851064
1848,desempleo,NOUN,47,1.0
1849,prohibir,VERB,47,1.0
1851,legislatura,NOUN,47,0.957447
1852,pelea,NOUN,47,1.0
1853,meter,VERB,47,1.0
1854,afición,NOUN,47,1.0
1855,déficit,NOUN,47,1.0
1856,consejero,NOUN,47,0.914894
1863,detención,NOUN,46,0.978261
1864,músico,NOUN,46,1.0
1865,existente,ADJ,46,0.891304
1866,cocina,NOUN,46,0.978261
1867,establecimiento,NOUN,46,1.0
1868,contemplar,VERB,46,1.0
1869,elaborar,VERB,46,1.0
1870,comportamiento,NOUN,46,1.0
1871,madera,NOUN,46,1.0
1872,prioridad,NOUN,46,1.0
1873,nacimiento,NOUN,46,1.0
1874,atribuir,VERB,46,1.0
1875,parecido,ADJ,46,0.847826
1876,pendiente,ADJ,46,0.913043
1877,avance,NOUN,46,1.0
1878,correspondiente,ADJ,46,0.956522
1879,suspender,VERB,46,1.0
1881,cruzar,VERB,46,1.0
1882,tiro,NOUN,46,0.934783
1883,preso,NOUN,46,0.782609
1884,internet,NOUN,46,0.804348
1885,lanzamiento,NOUN,46,1.0
1886,modificación,NOUN,46,1.0
1887,acoger,VERB,46,1.0
1888,criterio,NOUN,46,1.0
1889,capitán,NOUN,46,0.913043
1891,entrenamiento,NOUN,46,0.978261
1892,directiva,NOUN,46,0.956522
1893,favorecer,VERB,46,1.0
1894,lamentar,VERB,46,1.0
1898,tonelada,NOUN,45,1.0
1899,enseñar,VERB,45,1.0
1900,individual,ADJ,45,0.977778
1901,conexión,NOUN,45,0.977778
1902,ave,NOUN,45,0.888889
1903,arriba,ADV,45,0.911111
1905,interesar,VERB,45,1.0
